#Drug	Gene	DrugBankID	SMILES
DB08568	P17612	DB08568	[H][C@@](N)(COC1=CC(=CN=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CC=CC=C1
DB03904	P05089	DB03904	NC(N)=O
DB00286	P03372	DB00286	[Na+].[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS([O-])(=O)=O)C=C3CC[C@@]21[H]
DB01536	P42330	DB01536	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00130	O94925	DB00130	N[C@@H](CCC(N)=O)C(O)=O
DB03424	P09960	DB03424	CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O
DB05459	Q9NPF7	DB05459	NaN
DB00163	P23743	DB00163	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
DB00157	Q02928	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB06605	P08684	DB06605	COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
DB00207	P08684	DB00207	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
DB05254	P05121	DB05254	NaN
DB02255	Q9UKQ2	DB02255	[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CNC2=CC=CC=C12)C(=O)NC
DB08787	P07900	DB08787	NC1=NC(=C(C=N1)\N=N\C1=CC=CC=C1)C1=C(Cl)C=C(Cl)C=C1
DB04008	P07477	DB04008	NaN
DB05184	P08069	DB05184	NaN
DB07111	P37231	DB07111	[H][C@](O)(CCC(O)=O)\C=C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
DB00661	P20813	DB00661	NaN
DB00958	P15559	DB00958	NaN
DB05687	P28223	DB05687	NaN
DB05766	P14416	DB05766	NaN
DB01159	P18507	DB01159	NaN
DB00316	P35354	DB00316	CC(=O)NC1=CC=C(O)C=C1
DB06148	P18089	DB06148	NaN
DB01535	P41145	DB01535	NaN
DB00081	P31995	DB00081	NaN
DB00244	O15111	DB00244	NC1=CC(C(O)=O)=C(O)C=C1
DB00774	O43570	DB00774	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
DB00904	P08684	DB00904	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
DB06204	P41143	DB06204	CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
DB00812	Q16647	DB00812	NaN
DB00157	P49448	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB06176	P20813	DB06176	NaN
DB08763	P07477	DB08763	[H][C@](NC(=O)OCC1=CC=CC=C1)(C1=CC=C(C=C1)C(N)=N)P(O)(O)=O
DB01028	P31644	DB01028	NaN
DB06984	Q16706	DB06984	[H][C@@]1(O)[C@]([H])(O)[C@]([H])(NCC2=CC=CC=C2)[C@@]([H])(SC)[C@]1([H])O
DB06213	P29274	DB06213	CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1
DB07112	Q9GZT9	DB07112	OC(=O)CNC(=O)C1=C(O)C2=CC=CC(I)=C2C=N1
DB04352	Q9BW91	DB04352	O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
DB04057	P31939	DB04057	O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C=NC(C(N)=O)=C1\C=C\C(=O)N(CC1=CC=C2N=C(N)NC(=O)C2=N1)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O
DB04272	Q9HB21	DB04272	OC(=O)CC(O)(CC(O)=O)C(O)=O
DB08827	P55157	DB08827	NaN
DB00157	O95167	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB00549	P10635	DB00549	COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C
DB01107	P78334	DB01107	CCC1(CC)C(=O)NCC(C)C1=O
DB01733	P14618	DB01733	NaN
DB06335	P27487	DB06335	N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
DB00142	P24298	DB00142	N[C@@H](CCC(O)=O)C(O)=O
DB04552	P04054	DB04552	OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1
DB02519	P11217	DB02519	OS(=O)(=O)C1=CC=C2NC(=O)\C(=C3/NC4=CC=CC=C4C3=O)C2=C1
DB00589	P21917	DB00589	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
DB01199	Q15822	DB01199	[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3
DB01018	P08684	DB01018	NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
DB04418	Q8N142	DB04418	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C(N[C@@H](CC(O)=O)C(O)=O)N=CN=C12
DB00173	O00763	DB00173	NC1=C2NC=NC2=NC=N1
DB00145	P50440	DB00145	NCC(O)=O
DB00822	P05091	DB00822	NaN
DB04799	O14949	DB04799	CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
DB08345	P68400	DB08345	N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1
DB06288	P28223	DB06288	CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
DB02950	P06493	DB02950	[H][C@@]12C=C(Br)N=C1C(=O)NCC[C@]2([H])C1=NC(N)=NC1=O
DB00157	P28332	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB00886	P08473	DB00886	[H][C@]12CCC[C@H](N1C(=O)C(CCS2)NC(=O)[C@@H](S)CC1=CC=CC=C1)C(O)=O
DB04825	Q9H1R3	DB04825	NaN
DB08690	P07919	DB08690	NaN
DB00122	Q13393	DB00122	C[N+](C)(C)CCO
DB00951	P05181	DB00951	NNC(=O)C1=CC=NC=C1
DB00244	P09917	DB00244	NC1=CC(C(O)=O)=C(O)C=C1
DB03316	Q9Y6I3	DB03316	NaN
DB00951	P11245	DB00951	NNC(=O)C1=CC=NC=C1
DB00641	P10635	DB00641	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
DB00705	P10632	DB00705	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
DB00619	P24462	DB00619	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
DB00910	P22310	DB00910	[H]C1CC[C@]2(C)[C@]([H])(CC[C@@]2([H])\C1=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(O)(C)C
DB00563	P52209	DB00563	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DB01403	P08913	DB01403	NaN
DB00201	O76083	DB00201	NaN
DB00780	P33261	DB00780	NaN
DB07997	P61925	DB07997	CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2
DB04400	P61457	DB04400	C[C@@H](O)[C@@H](O)C1=NC2=C(NC1)N=C(N)NC2=O
DB00819	P08684	DB00819	CC(=O)NC1=NN=C(S1)S(N)(=O)=O
DB00904	P20815	DB00904	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
DB01224	P50406	DB01224	OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
DB01594	P31644	DB01594	OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O
DB01136	Q16665	DB01136	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
DB07321	P09467	DB07321	COC1=CC2=C(OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=N2)C(=C1)C1=CN=C(OC)C=C1
DB07374	P61927	DB07374	[H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O
DB00114	Q9BYV1	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB03040	P02788	DB03040	OC(=O)CN(CC(O)=O)CC(O)=O
DB00978	P11388	DB00978	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
DB02872	Q00987	DB02872	CCOC1=CC(OC)=CC=C1C1=N[C@@H]([C@H](N1C(=O)N1CCN(CCO)CC1)C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1
DB04311	P07477	DB04311	NaN
DB00822	P09172	DB00822	NaN
DB01196	P78559	DB01196	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]
DB03092	P19961	DB03092	OCC1=C[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
DB04707	P17612	DB04707	OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1
DB07577	P04818	DB07577	CCC1=NC(N)=NC(N)=C1C1=CC=CC=C1
DB00951	P11509	DB00951	NNC(=O)C1=CC=NC=C1
DB00208	P08684	DB00208	NaN
DB00939	P09917	DB00939	CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
DB00142	Q8N5Z0	DB00142	N[C@@H](CCC(O)=O)C(O)=O
DB00123	Q15046	DB00123	NCCCC[C@H](N)C(O)=O
DB07780	P49356	DB07780	NaN
DB00193	P20813	DB00193	COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
DB04136	P00734	DB04136	CCCCCCCCCCCCCC[C@H](O)OC[C@H](O)CO[P@@](O)(=O)OC[C@H](N)C(O)=O
DB00157	O43676	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB00726	P28221	DB00726	NaN
DB07804	P00742	DB07804	[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=NNC(=N2)C2=CC=C(Cl)S2)C1=O)C(=O)N1CCOCC1
DB02216	P07339	DB02216	CSC[C@H](N)C(O)=O
DB00241	Q99928	DB00241	NaN
DB00858	P11511	DB00858	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C
DB05239	P24462	DB05239	OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1
DB07841	P49354	DB07841	NaN
DB00582	P23219	DB00582	C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
DB00503	P20813	DB00503	CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
DB08048	Q15596	DB08048	OC1=CC=C2C(NN=C2C2=CC=C(O)C=C2O)=C1
DB03891	P43235	DB03891	NaN
DB00691	Q9BYF1	DB00691	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
DB00228	P42261	DB00228	NaN
DB00321	P11712	DB00321	NaN
DB01179	P68366	DB01179	[H][C@]12COC(=O)[C@]1([H])[C@@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O
DB01864	P62491	DB01864	NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=S)[C@H](O)[C@H]2O)C(=O)N1
DB07094	P09960	DB07094	NaN
DB04842	P14416	DB04842	FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1
DB09202	P35348	DB09202	NaN
DB01037	P05177	DB01037	NaN
DB00441	P30085	DB00441	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
DB00696	P28335	DB00696	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O
DB07220	P24941	DB07220	O=C(CC1=CC=C(C=C1)N1CCCCC1)NC1=NNC2=C1C=C(C=C2)N1CCCS1(=O)=O
DB00999	P00918	DB00999	NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DB01174	Q16678	DB01174	NaN
DB04946	P24462	DB04946	COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
DB04841	P05177	DB04841	NaN
DB00072	P31994	DB00072	NaN
DB00887	Q9UP95	DB00887	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
DB08752	P25774	DB08752	[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)NC1(CCN(C)CC1)C#N
DB00292	P28472	DB00292	NaN
DB01614	P08908	DB01614	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
DB00834	P20815	DB00834	[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DB00683	O00591	DB00683	NaN
DB07724	Q03181	DB07724	COC1=CC=C(C=C1)S(=O)(=O)N1C=C(CCC(O)=O)C2=CC(OC)=CC=C12
DB02709	P08684	DB02709	OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
DB00373	P07550	DB00373	CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1
DB01036	P08684	DB01036	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
DB08213	P42574	DB08213	NaN
DB08609	Q15119	DB08609	CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC(C)=C(NC(=O)[C@@](C)(O)C(F)(F)F)C=C1
DB03721	P25311	DB03721	CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O
DB08896	P11712	DB08896	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DB03909	P06213	DB03909	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@](O)(=O)O[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]1O
DB00897	P10632	DB00897	CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
DB00145	P23416	DB00145	NCC(O)=O
DB01351	P11509	DB01351	NaN
DB01942	Q13363	DB01942	NaN
DB00461	P05177	DB00461	COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
DB00207	P05177	DB00207	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
DB05451	Q00653	DB05451	NaN
DB00143	Q8TED1	DB00143	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
DB01009	P10632	DB01009	CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
DB00108	P08637	DB00108	NaN
DB00346	Q12809	DB00346	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1
DB01110	Q9NS40	DB01110	NaN
DB04272	P07741	DB04272	OC(=O)CC(O)(CC(O)=O)C(O)=O
DB00412	P11509	DB00412	CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DB00095	P00736	DB00095	NaN
DB07224	P07858	DB07224	[H][C@@](C)(NC(=O)[C@@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)OCC)[C@@]([H])(C)CC)C(O)=O
DB00228	P34903	DB00228	NaN
DB01189	Q09470	DB01189	FC(F)OC(F)C(F)(F)F
DB00011	P48551	DB00011	NaN
DB00502	P16152	DB00502	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DB08125	P24941	DB08125	O=C1NC2=CC=CC=C2\C1=C\NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
DB00075	P07766	DB00075	NaN
DB00783	P10632	DB00783	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB04879	P35968	DB04879	ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=CC=CC=C23)C=C1
DB00277	P29274	DB00277	CN1C2=C(NC=N2)C(=O)N(C)C1=O
DB02271	O60551	DB02271	CCCCCCCCCCCCCC(=O)CSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
DB04072	Q99798	DB04072	C[C@](O)([C@@H](CC(O)=O)C(O)=O)C(O)=O
DB03073	P09874	DB03073	COC1=CC=CC(=C1)C(N)=O
DB00493	Q9NSA0	DB00493	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB01093	P08684	DB01093	NaN
DB00586	P08684	DB00586	OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
DB01169	P31749	DB01169	NaN
DB01211	P05177	DB01211	[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
DB01248	O75469	DB01248	[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DB05152	P11229	DB05152	NaN
DB05271	P08908	DB05271	CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O
DB06603	O15379	DB06603	[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO
DB00792	P35367	DB00792	NaN
DB00188	P33261	DB00188	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
DB00475	O14764	DB00475	CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1
DB00678	P35503	DB00678	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DB00408	P21918	DB00408	NaN
DB04940	P10415	DB04940	NaN
DB00661	Q12809	DB00661	NaN
DB00246	P35367	DB00246	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
DB03988	P18509	DB03988	N[C@@H](CCCC[NH3+])C(N)=O
DB07647	O14757	DB07647	[H][C@](C)(O)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1
DB00458	P08684	DB00458	NaN
DB08848	P48066	DB08848	OC(=O)C1=CCCNC1
DB00783	P20815	DB00783	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB06150	P11712	DB06150	COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
DB07419	P10275	DB07419	C[C@](O)(COC1=CC=C(Cl)C(F)=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
DB03337	P07477	DB03337	NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1
DB06714	Q96RJ0	DB06714	NaN
DB00363	P28222	DB00363	CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
DB00624	P10275	DB00624	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB04852	P55157	DB04852	CC1=NC2=C(C3=CC=CC=C3N2CC2=CC(=CC=C2)[C@H](C2CCCC2)C(=O)N[C@@H](CO)C2=CC=CC=C2)C(C)=C1
DB01186	P08908	DB01186	[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC
DB01327	P27169	DB01327	[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O
DB02911	P29474	DB02911	[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1
DB02063	P07477	DB02063	NaN
DB07877	P08238	DB07877	CC(C)NCCCN1C(SC2=C(Br)C=C3OCOC3=C2)=NC2=C1N=CN=C2N
DB07428	P69905	DB07428	NaN
DB01227	P24462	DB01227	NaN
DB02918	Q08499	DB02918	COC1=C(OC(F)F)C=CC(=C1)C1=NNC(=O)C=C1
DB03783	P11509	DB03783	CCOC1=CC=C(NC(C)=O)C=C1
DB00246	P10635	DB00246	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
DB04005	Q9BZX2	DB04005	O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
DB07384	P36542	DB07384	[H][C@]1(CCCCN1C(C)=O)C(O)=O
DB00737	P05177	DB00737	NaN
DB00782	P11229	DB00782	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C
DB08896	P09619	DB08896	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DB06210	P35503	DB06210	CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1
DB00214	Q13621	DB00214	CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
DB00334	P05177	DB00334	CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB06262	P08913	DB06262	N[C@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
DB00242	P23921	DB00242	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
DB07821	Q15102	DB07821	NaN
DB02189	P04053	DB02189	NC1=NC=NC2=C1N=CN2[C@H]1CC[C@@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)O1
DB01241	P08684	DB01241	CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
DB06089	P56696	DB06089	NaN
DB00071	P01906	DB00071	NaN
DB04679	P16442	DB04679	C[C@H](O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
DB00644	Q96P88	DB00644	CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
DB01544	P11712	DB01544	NaN
DB01166	P20815	DB01166	O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2
DB03754	Q96FI4	DB03754	NC(CO)(CO)CO
DB08808	P08588	DB08808	CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB03767	P25774	DB03767	[H][C@@](COCC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)NC(=O)N1CCOCC1)C#N
DB00620	P35354	DB00620	[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB04099	Q96T66	DB04099	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)[N+]2=CC=CC(=C2)C(O)=O)[C@H](O)[C@H]1O
DB08453	O14949	DB08453	CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1
DB04978	P11388	DB04978	NaN
DB01239	P35462	DB01239	NaN
DB00502	P28223	DB00502	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DB02115	P05091	DB02115	[H][C@]1(CO)O[C@@]([H])(OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
DB04733	P04075	DB04733	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
DB00420	P21728	DB00420	NaN
DB00264	P10635	DB00264	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
DB03345	Q9NVS9	DB03345	OCCS
